gender,grade,major_type,monthly_allowance,food_spending,entertainment_spending,fitness_frequency,monthly_fitness_spending,fitness_goal,willingness_to_pay,bookkeeping_habit,satisfaction_score,open_feedback,preferred_activities
Female,Junior,Business,900,500.0,175,1-2 times/week,149.0,Stress relief,216,Sometimes,2.6,"Healthy food options are improving, but prices still feel a little high. I usually decide based on convenience rather than long-term plans.","Badminton, Cycling"
Male,Graduate,STEM,2009,731.0,294,3-4 times/week,115.0,Weight loss,203,Rarely,3.1,I would like clearer budgeting tools because entertainment spending is easy to underestimate. My choices are strongly affected by academic pressure.,Home workout，Badminton，Gym
Female,Sophomore,Arts,1551,640.0,421,1-2 times/week,229.0,Muscle gain,290,Often,3.7,I would like clearer budgeting tools because entertainment spending is easy to underestimate. My choices are strongly affected by academic pressure.,Yoga; Gym
Female,Senior,Business,2643,772.0,384,3-4 times/week,332.0,Health maintenance,492,Often,3.3,,"Badminton, Basketball, Gym"
Female,Freshman,STEM,1829,788.0,414,5+ times/week,429.0,Stress relief,630,Often,3.6,I would like clearer budgeting tools because entertainment spending is easy to underestimate. A student discount for healthy meals would make a real difference. Flexible membership options would feel more attractive than full packages.,"Running, Yoga"
Female,Junior,Business,2422,1104.0,369,1-2 times/month,96.0,Health maintenance,138,Always,3.5,I would like clearer budgeting tools because entertainment spending is easy to underestimate. Weekend facilities matter more to me than weekday access.,Swimming
Female,Senior,Social Science,2511,1009.0,472,1-2 times/month,67.0,Weight loss,120,Sometimes,2.9,Convenient workout spaces near the dorm would probably increase my exercise frequency. A student discount for healthy meals would make a real difference.,Badminton
Female,Graduate,Humanities,3210,933.0,743,1-2 times/week,196.0,Muscle gain,416,Always,3.6,I wish the campus gym stayed open later during exam season. Better information about classes and schedules would increase participation.,Badminton，Swimming
Female,Senior,Social Science,2088,1042.0,308,1-2 times/week,202.0,Stress relief,388,Often,4.6,I would like clearer budgeting tools because entertainment spending is easy to underestimate. A student discount for healthy meals would make a real difference. I usually decide based on convenience rather than long-term plans.,Yoga，Cycling
Female,Freshman,Social Science,2407,1081.0,601,1-2 times/week,184.0,Stress relief,234,Never,3.3,Discount bundles for meals and sports would help students balance lifestyle goals. Flexible membership options would feel more attractive than full packages.,Yoga; Running
Male,Sophomore,STEM,1383,501.0,153,Never,98.0,Socializing,298,Never,4.1,Discount bundles for meals and sports would help students balance lifestyle goals. A student discount for healthy meals would make a real difference.,"Running, Home workout"
Male,Freshman,Arts,2855,1135.0,573,1-2 times/week,201.0,Weight loss,303,Often,3.9,I wish the campus gym stayed open later during exam season. A student discount for healthy meals would make a real difference. Flexible membership options would feel more attractive than full packages.,Basketball; Yoga
Female,Freshman,Business,1782,535.0,436,1-2 times/week,242.0,Health maintenance,372,Sometimes,2.3,I would like clearer budgeting tools because entertainment spending is easy to underestimate. I would spend more if the quality felt more consistent.,
Female,Senior,Humanities,1892,639.0,428,1-2 times/week,128.0,Health maintenance,279,Sometimes,2.6,Discount bundles for meals and sports would help students balance lifestyle goals. My choices are strongly affected by academic pressure.,Cycling，Swimming
Female,Senior,STEM,2188,825.0,687,3-4 times/week,271.0,Stress relief,404,Rarely,3.2,Convenient workout spaces near the dorm would probably increase my exercise frequency. Right now I mostly rely on habits instead of a formal budget.,"Yoga, Badminton"
Male,Senior,Arts,1340,694.0,170,3-4 times/week,259.0,Muscle gain,373,Rarely,3.2,I wish the campus gym stayed open later during exam season. Better information about classes and schedules would increase participation.,Basketball; Yoga
Male,Senior,STEM,2326,858.0,194,3-4 times/week,276.0,Stress relief,429,Often,3.7,I would like clearer budgeting tools because entertainment spending is easy to underestimate. Friends influence my fitness spending more than promotions do.,Cycling，Gym
Female,Senior,STEM,2732,1287.0,302,3-4 times/week,276.0,Muscle gain,390,Often,4.3,Convenient workout spaces near the dorm would probably increase my exercise frequency. I would spend more if the quality felt more consistent. Weekend facilities matter more to me than weekday access.,Basketball; Swimming; Yoga
Female,Senior,Business,2361,890.0,534,1-2 times/week,145.0,Health maintenance,369,Sometimes,4.4,Discount bundles for meals and sports would help students balance lifestyle goals. My choices are strongly affected by academic pressure.,Swimming; Gym
Female,Freshman,STEM,1326,583.0,285,1-2 times/week,91.0,Stress relief,211,Never,3.4,"Healthy food options are improving, but prices still feel a little high. A student discount for healthy meals would make a real difference. Right now I mostly rely on habits instead of a formal budget.",Cycling; Home workout
Female,Sophomore,STEM,2132,871.0,399,1-2 times/week,163.0,Socializing,199,Never,3.1,I would like clearer budgeting tools because entertainment spending is easy to underestimate. Friends influence my fitness spending more than promotions do. A student discount for healthy meals would make a real difference.,Home workout
Male,Junior,Humanities,2608,1278.0,264,1-2 times/month,136.0,Stress relief,349,Always,1.9,My spending changes a lot when assignments pile up and I have less free time. My choices are strongly affected by academic pressure.,Cycling
Female,Senior,Business,1167,500.0,273,1-2 times/month,97.0,Stress relief,165,Sometimes,3.3,I would like clearer budgeting tools because entertainment spending is easy to underestimate. My choices are strongly affected by academic pressure.,Yoga，Cycling
Female,Freshman,Arts,1609,500.0,152,1-2 times/week,151.0,Health maintenance,296,Often,3.5,Convenient workout spaces near the dorm would probably increase my exercise frequency. Friends influence my fitness spending more than promotions do.,"Home workout, Gym"
Female,Junior,STEM,2682,830.0,700,5+ times/week,94.0,Stress relief,116,Rarely,3.7,Group fitness classes make it easier for me to stay motivated every week. I usually decide based on convenience rather than long-term plans. Better information about classes and schedules would increase participation.,"Gym, Cycling, Badminton"
Male,Senior,Social Science,2349,887.0,893,3-4 times/week,390.0,Health maintenance,425,Never,5.0,Convenient workout spaces near the dorm would probably increase my exercise frequency. Weekend facilities matter more to me than weekday access.,Home workout，Yoga，Cycling
Female,Freshman,Business,2427,777.0,499,Never,53.0,Weight loss,156,Sometimes,4.1,My spending changes a lot when assignments pile up and I have less free time. Right now I mostly rely on habits instead of a formal budget.,Yoga
Male,Sophomore,Humanities,3223,1459.0,712,1-2 times/week,227.0,Socializing,238,Always,4.0,"Healthy food options are improving, but prices still feel a little high. Flexible membership options would feel more attractive than full packages.",Running
Female,Graduate,Humanities,2458,941.0,358,1-2 times/month,141.0,Health maintenance,157,Sometimes,2.7,Discount bundles for meals and sports would help students balance lifestyle goals. A student discount for healthy meals would make a real difference.,Running
Male,Senior,Business,2562,1563.0,137,3-4 times/week,266.0,Health maintenance,443,Sometimes,3.4,Convenient workout spaces near the dorm would probably increase my exercise frequency. I usually decide based on convenience rather than long-term plans.,Yoga; Cycling; Gym
Female,Sophomore,Arts,3691,1037.0,509,3-4 times/week,216.0,Stress relief,535,Rarely,3.7,My spending changes a lot when assignments pile up and I have less free time. My choices are strongly affected by academic pressure.,Running; Badminton
Male,Senior,Business,2082,908.0,215,1-2 times/week,150.0,Health maintenance,326,Sometimes,2.9,I would like clearer budgeting tools because entertainment spending is easy to underestimate. Friends influence my fitness spending more than promotions do. I would spend more if the quality felt more consistent.,Gym; Badminton
Male,Sophomore,STEM,1761,581.0,139,1-2 times/week,138.0,Muscle gain,153,Never,3.8,,Yoga; Gym
Non-binary,Senior,Humanities,2435,927.0,732,1-2 times/week,292.0,Health maintenance,424,Often,3.7,I only spend on exercise when I feel stressed or need to reset my routine. Flexible membership options would feel more attractive than full packages.,Running
Male,Sophomore,Social Science,2441,1053.0,486,1-2 times/week,237.0,Weight loss,567,Often,2.6,"Healthy food options are improving, but prices still feel a little high. A student discount for healthy meals would make a real difference.",Home workout，Gym
Male,Junior,STEM,1910,,395,3-4 times/week,223.0,Muscle gain,446,Often,4.7,Group fitness classes make it easier for me to stay motivated every week. Right now I mostly rely on habits instead of a formal budget.,Gym、Cycling
Male,Sophomore,Business,1632,716.0,258,3-4 times/week,287.0,Stress relief,351,Always,3.9,"Healthy food options are improving, but prices still feel a little high. A student discount for healthy meals would make a real difference.",Cycling; Yoga; Swimming
Male,Sophomore,Social Science,3470,1986.0,583,1-2 times/week,169.0,Muscle gain,309,Often,2.2,"Healthy food options are improving, but prices still feel a little high. Weekend facilities matter more to me than weekday access.","Basketball, Badminton"
Female,Graduate,Social Science,2380,,589,1-2 times/week,253.0,Muscle gain,350,Rarely,3.4,I only spend on exercise when I feel stressed or need to reset my routine. I usually decide based on convenience rather than long-term plans. I would spend more if the quality felt more consistent.,Running
Male,Freshman,Arts,1797,792.0,319,Never,139.0,Health maintenance,225,Often,3.7,I wish the campus gym stayed open later during exam season. I usually decide based on convenience rather than long-term plans.,Badminton; Running
Female,Freshman,Business,2704,1357.0,587,1-2 times/month,108.0,Muscle gain,194,Always,3.9,Convenient workout spaces near the dorm would probably increase my exercise frequency. Friends influence my fitness spending more than promotions do.,
Male,Sophomore,Humanities,2140,871.0,356,1-2 times/month,133.0,Health maintenance,237,Often,3.2,Convenient workout spaces near the dorm would probably increase my exercise frequency. I would spend more if the quality felt more consistent.,Badminton
Female,Senior,STEM,2061,770.0,322,1-2 times/week,186.0,Weight loss,278,Always,4.1,I only spend on exercise when I feel stressed or need to reset my routine. My choices are strongly affected by academic pressure.,Running、Swimming
Female,Senior,Arts,2509,597.0,205,5+ times/week,315.0,Health maintenance,422,Never,3.9,Discount bundles for meals and sports would help students balance lifestyle goals. My choices are strongly affected by academic pressure.,Swimming; Basketball
Male,Graduate,Business,1489,702.0,80,1-2 times/week,,Health maintenance,337,Never,2.5,My spending changes a lot when assignments pile up and I have less free time. Weekend facilities matter more to me than weekday access. My choices are strongly affected by academic pressure.,Swimming、Yoga
Female,Sophomore,Social Science,2394,984.0,387,1-2 times/month,99.0,Muscle gain,266,Always,2.1,Convenient workout spaces near the dorm would probably increase my exercise frequency. Better information about classes and schedules would increase participation. Friends influence my fitness spending more than promotions do.,Swimming
Female,Sophomore,Business,3252,1102.0,598,1-2 times/month,135.0,Health maintenance,238,Rarely,4.3,I wish the campus gym stayed open later during exam season. I would spend more if the quality felt more consistent.,Swimming
Female,Freshman,Humanities,2456,1056.0,221,1-2 times/week,156.0,Health maintenance,293,Rarely,4.3,My spending changes a lot when assignments pile up and I have less free time. Friends influence my fitness spending more than promotions do. Right now I mostly rely on habits instead of a formal budget.,
Female,Junior,Humanities,1993,744.0,354,3-4 times/week,364.0,Health maintenance,606,Never,4.0,I only spend on exercise when I feel stressed or need to reset my routine. Flexible membership options would feel more attractive than full packages.,Cycling、Running
Female,Graduate,Business,1921,726.0,353,1-2 times/week,146.0,Muscle gain,359,Sometimes,4.6,"Healthy food options are improving, but prices still feel a little high. I become much more price-sensitive near the end of each month.",Yoga
Female,Senior,Arts,1974,925.0,80,3-4 times/week,181.0,Stress relief,318,Often,4.6,Discount bundles for meals and sports would help students balance lifestyle goals. I usually decide based on convenience rather than long-term plans.,Yoga，Swimming
Female,Junior,Business,2060,645.0,239,3-4 times/week,189.0,Health maintenance,195,Sometimes,4.3,I would like clearer budgeting tools because entertainment spending is easy to underestimate. My choices are strongly affected by academic pressure.,Swimming; Gym; Basketball
Female,Sophomore,Humanities,1992,,415,1-2 times/month,,Muscle gain,203,Rarely,2.5,I would like clearer budgeting tools because entertainment spending is easy to underestimate. My choices are strongly affected by academic pressure.,Home workout
Female,Graduate,Business,2704,833.0,560,3-4 times/week,271.0,Health maintenance,451,Rarely,5.0,I would like clearer budgeting tools because entertainment spending is easy to underestimate. My choices are strongly affected by academic pressure.,Running; Badminton
Male,Junior,Business,1247,500.0,124,5+ times/week,423.0,Muscle gain,851,Sometimes,4.2,Group fitness classes make it easier for me to stay motivated every week. Weekend facilities matter more to me than weekday access. My choices are strongly affected by academic pressure.,Swimming，Home workout
Female,Freshman,Business,2674,1534.0,511,1-2 times/week,154.0,Health maintenance,247,Often,3.2,I would like clearer budgeting tools because entertainment spending is easy to underestimate. Weekend facilities matter more to me than weekday access.,Swimming; Home workout
Male,Sophomore,STEM,1991,1016.0,501,Never,34.0,Weight loss,166,Rarely,2.7,My spending changes a lot when assignments pile up and I have less free time. I would spend more if the quality felt more consistent.,Yoga，Gym
Male,Freshman,STEM,2407,1030.0,564,5+ times/week,207.0,Weight loss,382,Rarely,4.0,Convenient workout spaces near the dorm would probably increase my exercise frequency. Better information about classes and schedules would increase participation.,Yoga; Badminton
Female,Sophomore,Humanities,1580,545.0,274,5+ times/week,265.0,Socializing,362,Sometimes,2.5,I only spend on exercise when I feel stressed or need to reset my routine. Right now I mostly rely on habits instead of a formal budget.,"Cycling, Running"
Female,Freshman,Humanities,2931,1107.0,432,1-2 times/week,242.0,Health maintenance,298,Rarely,4.0,Discount bundles for meals and sports would help students balance lifestyle goals. Right now I mostly rely on habits instead of a formal budget.,"Basketball, Yoga"
Male,Junior,Humanities,2885,1229.0,392,1-2 times/week,237.0,Health maintenance,356,Sometimes,2.7,Discount bundles for meals and sports would help students balance lifestyle goals. Friends influence my fitness spending more than promotions do.,Running; Badminton
Male,Junior,STEM,2728,1154.0,580,1-2 times/month,98.0,Socializing,222,Sometimes,3.5,My spending changes a lot when assignments pile up and I have less free time. Right now I mostly rely on habits instead of a formal budget. My choices are strongly affected by academic pressure.,"Running, Swimming"
Male,Sophomore,STEM,1367,564.0,265,3-4 times/week,148.0,Muscle gain,299,Sometimes,3.4,Group fitness classes make it easier for me to stay motivated every week. Right now I mostly rely on habits instead of a formal budget.,"Cycling, Swimming"
Male,Sophomore,STEM,2656,1109.0,595,1-2 times/week,189.0,Muscle gain,263,Rarely,3.3,I would like clearer budgeting tools because entertainment spending is easy to underestimate. A student discount for healthy meals would make a real difference.,Home workout，Basketball
Male,Graduate,Social Science,2423,976.0,459,Never,55.0,Weight loss,161,Never,2.6,Discount bundles for meals and sports would help students balance lifestyle goals. Right now I mostly rely on habits instead of a formal budget.,Swimming
Male,Senior,Social Science,1317,500.0,313,3-4 times/week,61.0,Stress relief,130,Sometimes,3.4,Discount bundles for meals and sports would help students balance lifestyle goals. Right now I mostly rely on habits instead of a formal budget. I become much more price-sensitive near the end of each month.,"Home workout, Basketball"
Female,Junior,STEM,2187,828.0,408,5+ times/week,303.0,Weight loss,495,Sometimes,5.0,"Healthy food options are improving, but prices still feel a little high. Friends influence my fitness spending more than promotions do.",
Male,Sophomore,Humanities,2400,1184.0,564,3-4 times/week,92.0,Socializing,181,Sometimes,4.6,Group fitness classes make it easier for me to stay motivated every week. Better information about classes and schedules would increase participation.,
Female,Graduate,STEM,2506,778.0,604,1-2 times/month,116.0,Weight loss,222,Often,3.5,My spending changes a lot when assignments pile up and I have less free time. I become much more price-sensitive near the end of each month. Right now I mostly rely on habits instead of a formal budget.,Home workout
Male,Sophomore,STEM,2297,930.0,284,Never,82.0,Weight loss,138,Often,3.2,I only spend on exercise when I feel stressed or need to reset my routine. Friends influence my fitness spending more than promotions do. I become much more price-sensitive near the end of each month.,Home workout
Male,Sophomore,STEM,2360,836.0,126,5+ times/week,273.0,Muscle gain,458,Always,4.4,My spending changes a lot when assignments pile up and I have less free time. Right now I mostly rely on habits instead of a formal budget.,Swimming; Basketball; Cycling
Female,Graduate,STEM,3010,1291.0,867,5+ times/week,237.0,Weight loss,330,Sometimes,4.6,"Healthy food options are improving, but prices still feel a little high. Better information about classes and schedules would increase participation.",Home workout; Gym
Male,Junior,Humanities,2874,1118.0,569,1-2 times/week,195.0,Weight loss,316,Often,2.8,I would like clearer budgeting tools because entertainment spending is easy to underestimate. My choices are strongly affected by academic pressure. I usually decide based on convenience rather than long-term plans.,Cycling; Gym
Female,Senior,Arts,900,500.0,80,3-4 times/week,147.0,Health maintenance,230,Sometimes,3.7,Group fitness classes make it easier for me to stay motivated every week. I would spend more if the quality felt more consistent.,"Gym, Cycling"
Male,Junior,STEM,2025,933.0,263,1-2 times/week,116.0,Muscle gain,230,Rarely,1.8,"Healthy food options are improving, but prices still feel a little high. A student discount for healthy meals would make a real difference.","Swimming, Running"
Female,Junior,Business,2109,664.0,494,1-2 times/week,222.0,Stress relief,304,Often,4.3,Convenient workout spaces near the dorm would probably increase my exercise frequency. Better information about classes and schedules would increase participation.,Cycling
Male,Sophomore,Humanities,1236,585.0,198,1-2 times/month,135.0,Health maintenance,283,Sometimes,5.0,I wish the campus gym stayed open later during exam season. Weekend facilities matter more to me than weekday access.,"Basketball, Cycling"
Female,Sophomore,Arts,2252,806.0,325,Never,81.0,Stress relief,141,Never,3.3,Convenient workout spaces near the dorm would probably increase my exercise frequency. Friends influence my fitness spending more than promotions do. I would spend more if the quality felt more consistent.,Cycling
Male,Sophomore,Humanities,2887,1079.0,803,1-2 times/month,44.0,Health maintenance,98,Sometimes,1.6,Discount bundles for meals and sports would help students balance lifestyle goals. Weekend facilities matter more to me than weekday access.,Yoga
Male,Freshman,STEM,1602,713.0,171,3-4 times/week,222.0,Muscle gain,238,Often,4.3,I only spend on exercise when I feel stressed or need to reset my routine. Right now I mostly rely on habits instead of a formal budget. Flexible membership options would feel more attractive than full packages.,"Home workout, Basketball, Cycling"
Male,Senior,Humanities,2385,908.0,296,1-2 times/month,100.0,Weight loss,91,Sometimes,2.5,My spending changes a lot when assignments pile up and I have less free time. Weekend facilities matter more to me than weekday access.,Basketball
Male,Sophomore,STEM,1696,,330,1-2 times/month,94.0,Muscle gain,172,Sometimes,2.7,My spending changes a lot when assignments pile up and I have less free time. Flexible membership options would feel more attractive than full packages.,Running，Gym
Male,Junior,Arts,1830,655.0,379,1-2 times/week,193.0,Socializing,279,Sometimes,3.9,I wish the campus gym stayed open later during exam season. A student discount for healthy meals would make a real difference. I become much more price-sensitive near the end of each month.,"Cycling, Running"
Male,Senior,Business,3013,1116.0,647,1-2 times/month,66.0,Stress relief,58,Often,3.4,I wish the campus gym stayed open later during exam season. I would spend more if the quality felt more consistent.,Swimming
Female,Senior,Humanities,1902,699.0,464,1-2 times/month,119.0,Muscle gain,326,Sometimes,2.8,I would like clearer budgeting tools because entertainment spending is easy to underestimate. I would spend more if the quality felt more consistent.,"Cycling, Home workout"
Male,Junior,STEM,2454,920.0,476,1-2 times/week,263.0,Stress relief,422,Sometimes,3.0,Discount bundles for meals and sports would help students balance lifestyle goals. Flexible membership options would feel more attractive than full packages.,Basketball、Yoga
Female,Junior,Business,1171,595.0,251,1-2 times/week,75.0,Health maintenance,159,Often,3.3,Group fitness classes make it easier for me to stay motivated every week. Better information about classes and schedules would increase participation.,Badminton
Male,Graduate,Social Science,3224,1516.0,522,3-4 times/week,407.0,Health maintenance,647,Sometimes,3.5,I wish the campus gym stayed open later during exam season. I would spend more if the quality felt more consistent.,Gym、Yoga
Female,Senior,Humanities,2531,1409.0,467,5+ times/week,159.0,Stress relief,347,Always,3.0,My spending changes a lot when assignments pile up and I have less free time. Better information about classes and schedules would increase participation.,"Badminton, Home workout"
Male,Senior,Business,2100,1263.0,394,1-2 times/month,104.0,Health maintenance,144,Sometimes,3.0,Group fitness classes make it easier for me to stay motivated every week. I become much more price-sensitive near the end of each month. Right now I mostly rely on habits instead of a formal budget.,Basketball
Male,Graduate,Arts,2517,850.0,491,5+ times/week,404.0,Health maintenance,581,Rarely,4.1,"Healthy food options are improving, but prices still feel a little high. Weekend facilities matter more to me than weekday access.",Basketball，Yoga
Female,Senior,Social Science,1425,607.0,334,5+ times/week,156.0,Health maintenance,174,Often,3.7,Discount bundles for meals and sports would help students balance lifestyle goals. I usually decide based on convenience rather than long-term plans. I become much more price-sensitive near the end of each month.,Basketball，Yoga，Badminton
Male,Freshman,STEM,2850,929.0,624,3-4 times/week,273.0,Weight loss,553,Sometimes,2.7,"Healthy food options are improving, but prices still feel a little high. A student discount for healthy meals would make a real difference.",Yoga，Badminton
Male,Junior,Business,2022,723.0,370,3-4 times/week,253.0,Weight loss,247,Sometimes,4.5,"Healthy food options are improving, but prices still feel a little high. Better information about classes and schedules would increase participation. I would spend more if the quality felt more consistent.",Home workout、Basketball
Male,Freshman,Business,2088,772.0,258,1-2 times/week,173.0,Socializing,258,Sometimes,1.4,I wish the campus gym stayed open later during exam season. Right now I mostly rely on habits instead of a formal budget. I usually decide based on convenience rather than long-term plans.,Yoga
Female,Junior,Humanities,1930,647.0,357,3-4 times/week,249.0,Stress relief,366,Never,3.5,Group fitness classes make it easier for me to stay motivated every week. I usually decide based on convenience rather than long-term plans.,Yoga; Swimming; Home workout
Male,Graduate,STEM,1881,632.0,335,3-4 times/week,,Muscle gain,368,Sometimes,3.3,"Healthy food options are improving, but prices still feel a little high. Right now I mostly rely on habits instead of a formal budget.","Swimming, Cycling, Running"
